parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"tested"	""
"2.eth5"	"Eth 5 categories"	1.0536405	.00396366	13.889721	7.312e-44	1.0459005	1.0614378	"crude"	"tested"	""
"3.eth5"	"Eth 5 categories"	1.0186006	.00650184	2.8872628	.0038861	1.0059366	1.031424	"crude"	"tested"	""
"4.eth5"	"Eth 5 categories"	.9714038	.00880292	-3.2015953	.00136669	.95430272	.98881133	"crude"	"tested"	""
"5.eth5"	"Eth 5 categories"	.66795016	.00531817	-50.683893	0	.65760764	.67845534	"crude"	"tested"	""
"6.eth5"	"Eth 5 categories"	.86493228	.00184581	-67.994806	0	.86132212	.86855757	"crude"	"tested"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"tested"	""
"2.eth5"	"Eth 5 categories"	1.1006937	.00416857	25.332706	1.39e-141	1.0925537	1.1088944	"model0"	"tested"	""
"3.eth5"	"Eth 5 categories"	1.0740023	.00687074	11.159689	6.422e-29	1.0606199	1.0875534	"model0"	"tested"	""
"4.eth5"	"Eth 5 categories"	1.0281086	.00933613	3.0526535	.00226828	1.009972	1.0465708	"model0"	"tested"	""
"5.eth5"	"Eth 5 categories"	.70707837	.00564459	-43.4191	0	.69610127	.71822857	"model0"	"tested"	""
"6.eth5"	"Eth 5 categories"	.88296709	.00189873	-57.8811	0	.87925348	.88669639	"model0"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"tested"	""
"1.male"	"Male"	.69561179	.0012593	-200.49418	0	.69314799	.69808435	"model0"	"tested"	""
"age1"	"Age spline 1"	1.0211727	.00026407	81.021234	0	1.0206552	1.0216904	"model0"	"tested"	""
"age2"	"Age spline 2"	.90619359	.00077191	-115.63766	0	.90468193	.90770778	"model0"	"tested"	""
"age3"	"Age spline 3"	1.406388	.00335493	142.95757	0	1.3998278	1.4129789	"model0"	"tested"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"tested"	""
"2.eth5"	"Eth 5 categories"	1.0719489	.00410759	18.131632	1.794e-73	1.0639284	1.08003	"model1"	"tested"	""
"3.eth5"	"Eth 5 categories"	1.0377978	.00670925	5.7388451	9.532e-09	1.0247309	1.0510314	"model1"	"tested"	""
"4.eth5"	"Eth 5 categories"	1.0114939	.00925645	1.2488267	.21172846	.99351332	1.0297999	"model1"	"tested"	""
"5.eth5"	"Eth 5 categories"	.69814364	.00561495	-44.677934	0	.68722483	.70923593	"model1"	"tested"	""
"6.eth5"	"Eth 5 categories"	.88452474	.00191074	-56.802898	0	.88078768	.88827766	"model1"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"tested"	""
"1.male"	"Male"	.69555951	.00126545	-199.54611	0	.6930837	.69804417	"model1"	"tested"	""
"age1"	"Age spline 1"	1.0213709	.00026599	81.196195	0	1.0208497	1.0218924	"model1"	"tested"	""
"age2"	"Age spline 2"	.90728299	.00077764	-113.52182	0	.90576012	.90880842	"model1"	"tested"	""
"age3"	"Age spline 3"	1.4007031	.0033605	140.45557	0	1.3941321	1.4073051	"model1"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0381295	.00297521	13.057036	5.794e-39	1.0323146	1.0439772	"model1"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0861085	.00312275	28.729134	1.65e-181	1.0800053	1.0922463	"model1"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.149699	.00330683	48.500645	0	1.143236	1.1561986	"model1"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.1735893	.00350641	53.574091	0	1.166737	1.1804819	"model1"	"tested"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"tested"	""
"2.eth5"	"Eth 5 categories"	1.0716368	.00418947	17.697624	4.374e-70	1.063457	1.0798796	"model2"	"tested"	""
"3.eth5"	"Eth 5 categories"	1.0709012	.00696526	10.531881	6.159e-26	1.0573362	1.0846402	"model2"	"tested"	""
"4.eth5"	"Eth 5 categories"	1.0276979	.00940907	2.9841377	.00284379	1.0094209	1.0463057	"model2"	"tested"	""
"5.eth5"	"Eth 5 categories"	.75939567	.0061214	-34.14419	1.63e-255	.74749223	.77148867	"model2"	"tested"	""
"6.eth5"	"Eth 5 categories"	.95652317	.00210647	-20.184332	1.344e-90	.95240346	.9606607	"model2"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"tested"	""
"1.male"	"Male"	.7441675	.00141214	-155.71695	0	.74140491	.74694039	"model2"	"tested"	""
"age1"	"Age spline 1"	1.0181484	.00027083	67.615761	0	1.0176178	1.0186794	"model2"	"tested"	""
"age2"	"Age spline 2"	.89795262	.00079006	-122.33782	0	.89640547	.89950244	"model2"	"tested"	""
"age3"	"Age spline 3"	1.4077931	.0034805	138.34171	0	1.4009879	1.4146313	"model2"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"tested"	""
